character,pinyin,grade,unit,tts_hint,common_words,image_path
稼,jià,2,1,庄稼的稼,庄稼,/static/images/稼.png
滋,zī,2,1,滋润的滋,"滋润,滋味,滋生",/static/images/滋.png
腾,téng,2,1,腾飞的腾,"腾飞,奔腾,腾跃",/static/images/腾.png
陀,tuó,2,1,陀螺的陀,"陀螺,陀飞轮,陀螺仪",/static/images/陀.png
螺,luó,2,1,螺蛳的螺,"螺蛳,螺丝,螺母",/static/images/螺.png
毽,jiàn,2,1,毽子的毽,"毽子,踢毽,毽球",/static/images/毽.png
翁,wēng,2,1,老翁的翁,"老翁,翁翁,翁氏",/static/images/翁.png
枪,qiāng,2,1,手枪的枪,"枪,手枪,枪支",/static/images/枪.png
橡,xiàng,2,1,橡树的橡,"橡树,橡实,橡筋",/static/images/橡.png
板,bǎn,2,1,板凳的板,"板凳,黑板,板块",/static/images/板.png
控,kòng,2,1,控制的控,"控制,操控,掌控",/static/images/控.png
坦,tǎn,2,1,坦白的坦,"坦白,平坦,坦率",/static/images/坦.png
克,kè,2,1,克服困难的克,"克服,一克拉",/static/images/克.png
厨,chú,2,1,厨房的厨,"厨房,厨师,厨艺",/static/images/厨.png
厕,cè,2,1,厕所的厕,厕所,/static/images/厕.png
厢,xiāng,2,1,车厢的厢,"车厢,厢房,车厢内",/static/images/厢.png
厦,shà,2,1,厦门的厦,"厦门,大厦,夏厦",/static/images/厦.png
穴,xué,2,1,洞穴的穴,洞穴,/static/images/穴.png
窟,kū,2,1,窟窿的窟,"窟窿,窟窿洞,窟窿眼",/static/images/窟.png
窿,lóng,2,1,窿洞的窿,"窿洞,窟窿",/static/images/窿.png
窑,yáo,2,1,窑洞的窑,"窑洞,窑炉,窑变",/static/images/窑.png
窄,zhǎi,2,1,窄巷的窄,"窄,窄巷,窄门",/static/images/窄.png
博,bó,2,1,博大的博,"博大,博士,博学",/static/images/博.png
馆,guǎn,2,1,图书馆的馆,"图书馆,展览馆,博物馆",/static/images/馆.png
览,lǎn,2,1,浏览的览,"浏览,一览,览胜",/static/images/览.png
技,jì,2,1,技术的技,"技术,技巧,技艺",/static/images/技.png
育,yù,2,1,教育的育,"教育,培育,养育",/static/images/育.png
研,yán,2,1,研究的研,"研究,研磨,钻研",/static/images/研.png
究,jiū,2,1,研究的究,"研究,究竟,究竞",/static/images/究.png
哨,shào,2,1,哨子的哨,"哨子,口哨,哨兵",/static/images/哨.png
诊,zhěn,2,1,诊断的诊,"诊断,诊所,诊室",/static/images/诊.png
帚,zhǒu,2,1,扫帚的帚,扫帚,/static/images/帚.png
抹,mǒ,2,1,抹布的抹,"抹布,抹平,抹去",/static/images/抹.png
拖,tuō,2,1,拖拉的拖,"拖,拖拉,拖动",/static/images/拖.png
簸,bǒ,2,1,簸箕的簸,"簸箕,簸动,簸扬",/static/images/簸.png
箕,jī,2,1,箕子的箕,"箕子,箕斗,箕踞",/static/images/箕.png
玻,bō,2,1,玻璃的玻,"玻璃,玻璃杯,玻璃窗",/static/images/玻.png
璃,lí,2,1,玻璃的璃,"玻璃,琉璃,玻璃杯",/static/images/璃.png
垃,lā,2,1,垃圾的垃,"垃圾,垃圾堆",/static/images/垃.png
圾,jī,2,1,垃圾的圾,"垃圾,垃圾箱",/static/images/圾.png
钩,gōu,2,1,钩子的钩,"钩子,钓鱼钩,挂钩",/static/images/钩.png
铲,chǎn,2,1,铲子的铲,"铲子,铁铲,铲雪",/static/images/铲.png
梅,méi,2,1,梅花的梅,"梅花,梅子,梅干",/static/images/梅.png
柿,shì,2,1,柿子的柿,"柿子,柿饼,柿干",/static/images/柿.png
源,yuán,2,1,源泉的源,"源泉,源头,根源",/static/images/源.png
涨,zhǎng,2,1,涨潮的涨,"涨潮,涨价,涨水",/static/images/涨.png
炬,jù,2,1,火炬的炬,火炬,/static/images/炬.png
灿,càn,2,1,灿烂的灿,"灿烂,灿然,灿笑",/static/images/灿.png
垮,kuǎ,2,1,垮掉的垮,"垮掉,垮台",/static/images/垮.png
坟,fén,2,1,坟墓的坟,"坟墓,坟墓堆,坟墓地",/static/images/坟.png
坝,bà,3,1,大坝的坝,"大坝,水坝,堤坝",/static/images/坝.png
汉,hàn,3,1,汉族的汉,"汉族,汉字,汉语",/static/images/汉.png
艳,yàn,3,1,艳丽的艳,"艳丽,鲜艳,艳阳",/static/images/艳.png
扮,bàn,3,1,打扮的扮,"打扮,装扮,扮相",/static/images/扮.png
扬,yáng,3,1,飞扬的扬,"飞扬,扬名,扬眉",/static/images/扬.png
读,dú,3,1,读书的读,"读书,读者,读后感",/static/images/读.png
摔,shuāi,3,1,摔跤的摔,"摔跤,摔倒,摔碎",/static/images/摔.png
跤,jiāo,3,1,摔跤的跤,"摔跤,跤场,跤艺",/static/images/跤.png
凤,fèng,3,1,凤凰的凤,"凤凰,凤毛麟角,凤眼",/static/images/凤.png
洁,jié,3,1,洁白的洁,"洁白,清洁,洁癖",/static/images/洁.png
荒,huāng,3,1,荒地的荒,"荒地,荒芜,荒凉",/static/images/荒.png
笛,dí,3,1,笛子的笛,"笛子,竹笛,笛声",/static/images/笛.png
罚,fá,3,1,罚款的罚,"罚款,惩罚,罚金",/static/images/罚.png
裳,shang,3,1,衣裳的裳,"衣裳,裳衣,裳裙",/static/images/裳.png
诵,sòng,3,1,背诵的诵,"背诵,朗诵,诵读",/static/images/诵.png
例,lì,3,1,例子的例,"例子,例题,例证",/static/images/例.png
段,duàn,3,1,段落的段,"段落,段落间,段落划分",/static/images/段.png
练,liàn,3,1,练习的练,"练习,练习册,练习题",/static/images/练.png
糊,hú,3,1,糊涂的糊,"糊糊,糊涂,糊口",/static/images/糊.png
涂,tú,3,1,涂抹的涂,"涂,涂抹,涂料",/static/images/涂.png
呆,dāi,3,1,呆板的呆,"呆板,发呆,呆头呆脑",/static/images/呆.png
戒,jiè,3,1,戒烟的戒,"戒烟,戒备,戒严",/static/images/戒.png
厉,lì,3,1,严厉的厉,"严厉,厉害,厉声",/static/images/厉.png
挨,āi,3,1,挨打的挨,"挨打,挨近,挨饿",/static/images/挨.png
楚,chǔ,3,1,楚国的楚,"楚国,楚地,楚辞",/static/images/楚.png
径,jìng,3,1,小径的径,"小径,径直,路径",/static/images/径.png
斜,xié,3,1,斜坡的斜,"斜坡,斜眼,斜纹",/static/images/斜.png
赠,zèng,3,1,赠送的赠,"赠送,赠品,赠言",/static/images/赠.png
刘,liú,3,1,刘海的刘,"刘,刘海,刘备",/static/images/刘.png
残,cán,3,1,残缺的残,"残缺,残疾,残害",/static/images/残.png
犹,yóu,3,1,犹豫的犹,"犹豫,犹如,犹如",/static/images/犹.png
傲,ào,3,1,傲气的傲,"傲气,骄傲,傲然",/static/images/傲.png
君,jūn,3,1,君子的君,"君子,君主,君王",/static/images/君.png
橙,chéng,3,1,橙子的橙,"橙子,橙汁,橙皮",/static/images/橙.png
橘,jú,3,1,橘子的橘,"橘子,橘红,橘瓣",/static/images/橘.png
洼,wā,3,1,洼地的洼,"洼地,洼坑,洼陷",/static/images/洼.png
印,yìn,3,1,印花的印,"印花,印刷,印象",/static/images/印.png
凌,líng,3,1,凌空的凌,"凌,凌空,凌厉",/static/images/凌.png
增,zēng,3,1,增加的增,"增加,增添,增生",/static/images/增.png
棕,zōng,3,1,棕色的棕,"棕色,棕树,棕毛",/static/images/棕.png
靴,xuē,3,1,靴子的靴,"靴子,长靴,皮靴",/static/images/靴.png
钥,yào,3,1,钥匙的钥,"钥匙,开钥,钥匙",/static/images/钥.png
匙,shi,3,1,钥匙的匙,"钥匙,匙孔,匙柄",/static/images/匙.png
缤,bīn,3,1,缤纷的缤,"缤纷,缤纷花,缤纷世界",/static/images/缤.png
枚,méi,3,1,枚举的枚,"枚举,一枚,枚举法",/static/images/枚.png
勾,gōu,3,1,勾画的勾,"勾,勾画,勾选",/static/images/勾.png
喇,lǎ,3,1,喇叭的喇,"喇叭,喇嘛,喇叭花",/static/images/喇.png
叭,bā,3,1,喇叭的叭,"喇叭,叭叭,叭哒",/static/images/叭.png
厚,hòu,3,1,浓厚的厚,"厚厚,浓厚,厚道",/static/images/厚.png
曲,qū,3,1,弯曲的曲,"弯曲,歌曲,曲折",/static/images/曲.png
丰,fēng,3,1,丰收的丰,"丰收,丰富,丰足",/static/images/丰.png
抖,dǒu,3,1,抖动的抖,"抖动,颤抖,抖擞",/static/images/抖.png
蟋,xī,3,1,蟋蟀的蟋,"蟋蟀,蟋蟀草,蟋蟀笼",/static/images/蟋.png
蟀,shuài,3,1,蟋蟀的蟀,"蟋蟀,蟋蟀声,蟋蟀草",/static/images/蟀.png
振,zhèn,3,1,振作的振,"振作,振兴,振奋",/static/images/振.png
掠,lüè,3,1,掠过的掠,"掠过,掠过,掠过",/static/images/掠.png
吟,yín,3,1,吟游的吟,"吟游,吟诵,吟咏",/static/images/吟.png
辽,liáo,3,1,辽阔的辽,"辽阔,辽宁,辽河",/static/images/辽.png
阔,kuò,3,1,宽阔的阔,"宽阔,开阔,阔绰",/static/images/阔.png
旧,jiù,3,1,旧书的旧,"旧书,旧物,旧友",/static/images/旧.png
饿,è,3,1,饥饿的饿,"饥饿,饿着,饿肚子",/static/images/饿.png
卷,juǎn,3,1,试卷的卷,"试卷,卷发,卷子",/static/images/卷.png
燃,rán,3,1,燃烧的燃,"燃烧,燃放,燃眉之急",/static/images/燃.png
焰,yàn,3,1,火焰的焰,"火焰,烈焰,焰火",/static/images/焰.png
蜡,là,3,1,蜡笔的蜡,"蜡笔,蜡烛,蜡纸",/static/images/蜡.png
烛,zhú,3,1,蜡烛的烛,"蜡烛,烛台,烛火",/static/images/烛.png
富,fù,3,1,富裕的富,"富裕,富有,富余",/static/images/富.png
划,huà,3,1,划船的划,"划船,划分,划掉",/static/images/划.png
缩,suō,3,1,缩小的缩,"缩小,收缩,缩放",/static/images/缩.png
努,nǔ,3,1,努力的努,"努力,努力工作,努力拼搏",/static/images/努.png
茎,jīng,3,1,叶茎的茎,"茎,叶茎,茎秆",/static/images/茎.png
锯,jù,3,1,锯齿的锯,"锯,锯齿,锯断",/static/images/锯.png
斧,fǔ,3,1,斧头的斧,"斧头,斧子,斧头刀",/static/images/斧.png
推,tuī,3,1,推动的推,"推动,推开,推门",/static/images/推.png
吱,zhī,3,1,吱声的吱,"吱声,吱吱,吱呀",/static/images/吱.png
拆,chāi,3,1,拆开的拆,"拆开,拆散,拆信",/static/images/拆.png
咱,zán,3,1,咱们的咱,"咱们,咱家,咱俩",/static/images/咱.png
偷,tōu,3,1,偷窃的偷,"偷窃,小偷,偷懒",/static/images/偷.png
齿,chǐ,3,1,牙齿的齿,"牙齿,齿痕,齿列",/static/images/齿.png
嚼,jué,3,1,嚼碎的嚼,"嚼碎,咀嚼,嚼劲",/static/images/嚼.png
吞,tūn,3,1,吞下的吞,"吞下,吞食,吞吞吐吐",/static/images/吞.png
胃,wèi,3,1,胃口的胃,"胃口,胃病,胃酸",/static/images/胃.png
悲,bēi,3,1,悲伤的悲,"悲伤,悲哀,悲惨",/static/images/悲.png
咽,yàn,3,1,咽炎的咽,"咽炎,咽痛,咽喉",/static/images/咽.png
泪,lèi,3,1,泪水的泪,"泪水,泪珠,泪痕",/static/images/泪.png
眯,mī,3,1,眯眼的眯,"眯眼,眯缝,眯着",/static/images/眯.png
宣,xuān,3,1,宣传的宣,"宣传,宣布,宣言",/static/images/宣.png
诱,yòu,3,1,诱人的诱,"诱人,诱惑,诱骗",/static/images/诱.png
舔,tiǎn,3,1,舔舐的舔,"舔,舔舐,舔嘴",/static/images/舔.png
毅,yì,3,1,毅力的毅,"毅力,坚毅,毅力十足",/static/images/毅.png
强,qiáng,3,1,强大的强,"强大,坚强,强项",/static/images/强.png
犯,fàn,3,1,犯错的犯,"犯错,犯罪,犯规",/static/images/犯.png
禁,jìn,3,1,禁止的禁,"禁止,禁闭,禁令",/static/images/禁.png
稍,shāo,3,1,稍息的稍,"稍息,稍微,稍等",/static/images/稍.png
豫,yù,3,1,豫剧的豫,"豫剧,豫园,豫章",/static/images/豫.png
跺,duò,3,1,跺脚的跺,"跺脚,跺脚石,跺脚声",/static/images/跺.png
聚,jù,3,1,聚会的聚,"聚会,聚集,聚精会神",/static/images/聚.png
暴,bào,3,1,暴雨的暴,"暴雨,暴跳如雷,暴力",/static/images/暴.png
凑,còu,3,1,凑合的凑,"凑合,凑巧,凑趣",/static/images/凑.png
喵,miāo,3,1,喵星人的喵,喵星人,/static/images/喵.png
孵,fū,3,1,孵化的孵,"孵化,孵蛋,孵化器",/static/images/孵.png
叽,jī,3,1,叽咕的叽,"叽叽,叽咕,叽叽喳喳",/static/images/叽.png
偶,ǒu,3,1,偶尔的偶,"偶尔,偶然,偶数",/static/images/偶.png
尔,ěr,3,1,尔等的尔,尔等,/static/images/尔.png
萝,luó,3,1,萝卜的萝,"萝卜,萝卜干,萝卜丝",/static/images/萝.png
卜,bo,3,1,卜落的卜,"卜,卜落,卜算",/static/images/卜.png
愁,chóu,3,1,愁眉苦脸的愁,"愁眉苦脸,愁容,愁绪",/static/images/愁.png
沾,zhān,3,1,沾水的沾,"沾水,沾光,沾边",/static/images/沾.png
晾,liàng,3,1,晾晒的晾,"晾晒,晾衣,晾干",/static/images/晾.png
讨,tǎo,3,1,讨好的讨,"讨好,讨论,讨价",/static/images/讨.png
厌,yàn,3,1,厌烦的厌,"厌烦,厌恶,厌倦",/static/images/厌.png
怒,nù,3,1,愤怒的怒,"愤怒,怒吼,怒视",/static/images/怒.png
批,pī,3,1,批改的批,"批改,批评,批发",/static/images/批.png
访,fǎng,3,1,访客的访,"访客,访问,访学",/static/images/访.png
差,chà,3,1,差别的差,"差别,差距,差生",/static/images/差.png
忍,rěn,3,1,忍让的忍,"忍让,忍耐,忍受",/static/images/忍.png
模,mó,3,1,模样的模,"模样,模型,模仿",/static/images/模.png
疯,fēng,3,1,疯狂的疯,"疯狂,疯癫,疯子",/static/images/疯.png
汪,wāng,3,1,水汪汪的汪,"汪汪,水汪汪,汪星人",/static/images/汪.png
搞,gǎo,3,1,搞笑的搞,"搞,搞笑,搞怪",/static/images/搞.png
父,fù,3,1,父亲的父,"父亲,父爱",/static/images/父.png
鹦,yīng,3,1,鹦鹉的鹦,"鹦鹉,鹦哥,鹦鹉螺",/static/images/鹦.png
鹉,wǔ,3,1,鹦鹉的鹉,"鹦鹉,鹦鹉螺,鹦鹉学舌",/static/images/鹉.png
悄,qiāo,3,1,悄然的悄,"悄悄,悄然,悄无声息",/static/images/悄.png
蒲,pú,3,1,蒲扇的蒲,"蒲,蒲扇,蒲团",/static/images/蒲.png
英,yīng,3,1,英雄的英,"英雄,英勇,英文",/static/images/英.png
耍,shuǎ,3,1,玩耍的耍,"玩耍,玩耍的,耍宝",/static/images/耍.png
欠,qiàn,3,1,欠款的欠,"欠款,欠条,欠费",/static/images/欠.png
钓,diào,3,1,钓鱼的钓,"钓鱼,钓竿,钓饵",/static/images/钓.png
拢,lǒng,3,1,拢起来的拢,"拢起来,聚拢,拢共",/static/images/拢.png
亦,yì,3,1,不亦乐乎的亦,不亦乐乎,/static/images/亦.png
宜,yí,3,1,宜家的宜,"宜家,适宜,宜人",/static/images/宜.png
庭,tíng,3,1,庭院的庭,"庭院,法庭,家庭",/static/images/庭.png
未,wèi,3,1,未来的未,"未来,未来时,未来学",/static/images/未.png
盘,pán,3,1,盘子的盘,"盘子,盘旋,盘算",/static/images/盘.png
饶,ráo,3,1,饶命的饶,"饶命,富饶,饶有兴趣",/static/images/饶.png
优,yōu,3,1,优秀的优,"优秀,优点,优美",/static/images/优.png
瑰,guī,3,1,瑰宝的瑰,"瑰宝,瑰丽,瑰异",/static/images/瑰.png
岩,yán,3,1,岩石的岩,"岩石,山岩,岩壁",/static/images/岩.png
武,wǔ,3,1,武术的武,"武术,武器,武艺",/static/images/武.png
粪,fèn,3,1,粪堆的粪,"粪堆,粪便,粪肥",/static/images/粪.png
辈,bèi,3,1,辈分的辈,"辈分,同辈,辈出",/static/images/辈.png
设,shè,3,1,设计的设,"设计,设想,设定",/static/images/设.png
滨,bīn,3,1,海滨的滨,"海滨,河滨,湖滨",/static/images/滨.png
鸥,ōu,3,1,海鸥的鸥,"海鸥,白鸥,海鸥展翅",/static/images/鸥.png
胳,gē,3,1,胳膊的胳,"胳膊,胳臂,胳膊肘",/static/images/胳.png
睬,cǎi,3,1,睬见的睬,"睬见,理睬,踩睬",/static/images/睬.png
载,zài,3,1,载重的载,"载重,装载,载入",/static/images/载.png
凰,huáng,3,1,凤凰的凰,"凤凰,凰鸟",/static/images/凰.png
亚,yà,3,1,亚洲的亚,"亚洲,亚军,亚军",/static/images/亚.png
榕,róng,3,1,榕树的榕,"榕树,榕叶,榕果",/static/images/榕.png
凳,dèng,3,1,凳子的凳,"凳子,板凳,长凳",/static/images/凳.png
逢,féng,3,1,相逢的逢,"逢,相逢,每逢",/static/images/逢.png
除,chú,3,1,除法的除,"除法,除外,除法器",/static/images/除.png
融,róng,3,1,融化的融,"融化,融合,融合剂",/static/images/融.png
侧,cè,3,1,侧面的侧,"侧面,侧面图,侧面像",/static/images/侧.png
欣,xīn,3,1,欣喜的欣,"欣喜,欢欣,欣然",/static/images/欣.png
浸,jìn,3,1,浸泡的浸,"浸泡,沉浸,浸透",/static/images/浸.png
乳,rǔ,3,1,乳液的乳,"牛乳,乳液,乳酪",/static/images/乳.png
梢,shāo,3,1,树梢的梢,"树梢,柳梢,枝梢",/static/images/梢.png
显,xiǎn,3,1,明显的显,"明显,显现,显眼",/static/images/显.png
材,cái,3,1,木材的材,"木材,材料,材料学",/static/images/材.png
膝,xī,3,1,膝盖的膝,"膝盖,膝盖,膝部",/static/images/膝.png
临,lín,3,1,临时的临,"临时,临近,临别",/static/images/临.png
库,kù,3,1,水库的库,"水库,仓库",/static/images/库.png
妙,miào,3,1,奇妙的妙,"奇妙,美妙,妙计",/static/images/妙.png
奏,zòu,3,1,奏乐的奏,"奏乐,演奏,奏效",/static/images/奏.png
喃,nán,3,1,喃语的喃,"喃喃,喃语,喃喃自语",/static/images/喃.png
伟,wěi,3,1,伟大的伟,"伟大,伟人,伟业",/static/images/伟.png
击,jī,3,1,击打的击,"击打,打击,击掌",/static/images/击.png
汇,huì,3,1,汇款的汇,"汇款,汇集,汇合",/static/images/汇.png
喳,zhā,3,1,喳喳声的喳,"喳喳,喳喳声,喳喳叫",/static/images/喳.png
唧,jī,3,1,唧唧复唧唧的唧,"唧唧,唧唧复唧唧,唧唧咕咕",/static/images/唧.png
哩,lī,3,1,拟声词好哩的哩,好哩,/static/images/哩.png
麻,má,3,1,麻烦的麻,"麻,麻烦,麻木",/static/images/麻.png
旋,xuán,3,1,旋转的旋,"旋转,旋风,旋涡",/static/images/旋.png
佩,pèi,3,1,佩戴的佩,"佩戴,佩剑,佩饰",/static/images/佩.png
姿,zī,3,1,姿态的姿,"姿态,姿势,姿容",/static/images/姿.png
态,tài,3,1,态度的态,"态度,状态,形态",/static/images/态.png
笋,sǔn,3,1,竹笋的笋,"竹笋,春笋,笋干",/static/images/笋.png
寸,cùn,3,1,寸步的寸,"寸步,寸心,尺寸",/static/images/寸.png
副,fù,3,1,副手的副,"副手,副本,副食",/static/images/副.png
爽,shuǎng,3,1,爽快的爽,"爽快,凉爽,爽朗",/static/images/爽.png
黎,lí,3,1,黎明的黎,"黎明,黎明期,黎民",/static/images/黎.png
凝,níng,3,1,凝固的凝,"凝固,凝视,凝神",/static/images/凝.png
畅,chàng,3,1,畅快的畅,"畅快,舒畅,畅游",/static/images/畅.png
瞬,shùn,3,1,瞬间的瞬,"瞬间,瞬息,瞬变",/static/images/瞬.png
猎,liè,3,1,猎人的猎,"猎人,猎物,狩猎",/static/images/猎.png
司,sī,3,1,司机的司,"司机,公司,司令",/static/images/司.png
跌,diē,3,1,跌倒的跌,"跌倒,跌落,跌价",/static/images/跌.png
皆,jiē,3,1,皆大欢喜的皆,"皆大欢喜,皆是",/static/images/皆.png
弃,qì,3,1,放弃的弃,"放弃,抛弃,舍弃",/static/images/弃.png
持,chí,3,1,坚持的持,"坚持,保持,持有",/static/images/持.png
默,mò,3,1,沉默的默,"默默,沉默,默写",/static/images/默.png
势,shì,3,1,势力的势,"势力,气势,势头",/static/images/势.png
投,tóu,3,1,投球的投,"投球,投资,投奔",/static/images/投.png
况,kuàng,3,1,情况的况,"情况,况且,况且",/static/images/况.png
烈,liè,3,1,烈日的烈,"烈日,烈酒,烈性",/static/images/烈.png
镇,zhèn,3,1,小镇的镇,"小镇,镇静,镇定",/static/images/镇.png
述,shù,3,1,述说的述,"述说,叙述,描述",/static/images/述.png
普,pǔ,3,1,普通的普,"普通,普及,普遍",/static/images/普.png
忧,yōu,3,1,忧愁的忧,"忧愁,忧虑,忧伤",/static/images/忧.png
联,lián,3,1,联合的联,"联合,联系,联想",/static/images/联.png
宁,níng,3,1,宁静的宁,"宁静,安宁,宁谧",/static/images/宁.png
胸,xiōng,3,1,胸膛的胸,"胸膛,胸怀,胸肌",/static/images/胸.png
脯,pú,3,1,胸脯的脯,"胸脯,鸡脯,脯肉",/static/images/脯.png
惹,rě,3,1,惹事的惹,"惹事,招惹,惹恼",/static/images/惹.png
仰,yǎng,3,1,仰望的仰,"仰望,仰视,仰慕",/static/images/仰.png
渣,zhā,3,1,渣滓的渣,"渣滓,渣末,渣子",/static/images/渣.png
或,huò,3,1,或者的或,"或者,或是,或者者",/static/images/或.png
者,zhě,3,1,学习者的者,"学习者,作者,读者",/static/images/者.png
惜,xī,3,1,珍惜的惜,"珍惜,惋惜,可惜",/static/images/惜.png
诚,chéng,3,1,诚实的诚,"诚实,诚信,诚恳",/static/images/诚.png
棒,bàng,3,1,棒子的棒,"棒,棒子,棒冰",/static/images/棒.png
恩,ēn,3,1,恩情的恩,"恩情,感恩,恩惠",/static/images/恩.png
血,xuè,3,1,血液的血,"血,血液,热血",/static/images/血.png
撤,chè,3,1,撤退的撤,"撤退,撤离,撤回",/static/images/撤.png
险,xiǎn,3,1,危险的险,"危险,险峻,险象",/static/images/险.png
瓦,wǎ,3,1,瓦片的瓦,"瓦片,瓦罐,瓦房",/static/images/瓦.png
帘,lián,3,1,窗帘的帘,"窗帘,帘子,窗帘布",/static/images/帘.png
迅,xùn,3,1,迅速的迅,"迅速,迅捷",/static/images/迅.png
速,sù,3,1,速度的速,"速度,迅速,快速",/static/images/速.png
夺,duó,3,1,抢夺的夺,"夺,抢夺,夺取",/static/images/夺.png
秒,miǎo,3,1,秒表的秒,"秒,秒表,秒杀",/static/images/秒.png
申,shēn,3,1,申请的申,"申请,申报,申请表",/static/images/申.png
介,jiè,3,1,介绍的介,"介绍,介绍信,介绍人",/static/images/介.png
绍,shào,3,1,介绍的绍,"绍,介绍,绍继",/static/images/绍.png
宗,zōng,3,1,宗族的宗,"宗族,祖宗,宗庙",/static/images/宗.png
乙,yǐ,3,1,乙等的乙,"乙,乙等,乙级",/static/images/乙.png
召,zhào,3,1,召集的召,"召集,号召,召唤",/static/images/召.png
孝,xiào,3,1,孝顺的孝,"孝顺,孝敬,孝心",/static/images/孝.png
轴,zhóu,3,1,轮轴的轴,"轮轴,车轴,轴承",/static/images/轴.png
基,jī,3,1,基础的基,"基础,基地,基本",/static/images/基.png
础,chǔ,3,1,基础的础,基础,/static/images/础.png
阁,gé,3,1,阁下的阁,"阁下,阁老,阁员",/static/images/阁.png
佳,jiā,3,1,佳人的佳,"佳人,佳节,佳话",/static/images/佳.png
盲,máng,3,1,盲目的盲,"盲目,盲人,盲点",/static/images/盲.png
唐,táng,3,1,唐装的唐,"唐装,唐诗,唐宋",/static/images/唐.png
蝌,kē,3,1,蝌蚪的蝌,"蝌蚪,蝌蚪鱼",/static/images/蝌.png
蚪,dǒu,3,1,小蚪的蚪,"小蚪,蝌蚪,蚪子",/static/images/蚪.png
蛾,é,3,1,蛾子的蛾,"蛾子,飞蛾",/static/images/蛾.png
鲤,lǐ,3,1,鲤鱼的鲤,"鲤鱼,金鲤,草鲤",/static/images/鲤.png
鲫,jì,3,1,鲫鱼的鲫,"鲫鱼,鲫瓜子,鲫鱼肉",/static/images/鲫.png
鲨,shā,3,1,鲨鱼的鲨,"鲨鱼,鲸鲨,鲨鱼鳍",/static/images/鲨.png
眨,zhǎ,3,1,眨眼的眨,"眨眼,眨巴,眨动",/static/images/眨.png
瞪,dèng,3,1,瞪眼的瞪,"瞪眼,瞪视,瞪大",/static/images/瞪.png
瞅,chǒu,3,1,瞅见的瞅,"瞅见,瞅准,瞅着",/static/images/瞅.png
眶,kuàng,3,1,眼眶的眶,"眼眶,泪眶,眶子",/static/images/眶.png
睹,dǔ,3,1,目睹的睹,"目睹,目睹者,目睹者",/static/images/睹.png
鸳,yuān,3,1,鸳鸯的鸳,"鸳鸯,鸳鸟,鸳侣",/static/images/鸳.png
鸯,yāng,3,1,鸳鸯的鸯,"鸳鸯,鸳鸯鸟,鸳鸯戏水",/static/images/鸯.png
惠,huì,3,1,优惠的惠,"优惠,惠顾,恩惠",/static/images/惠.png
崇,chóng,3,1,崇高的崇,"崇高,崇敬,崇敬",/static/images/崇.png
豚,tún,3,1,豚鼠的豚,"豚鼠,海豚,香豚",/static/images/豚.png
减,jiǎn,3,1,减少的减,"减少,减肥,减法",/static/images/减.png
伶,líng,3,1,伶俐的伶,"伶俐,伶牙俐齿,伶俐可爱",/static/images/伶.png
俐,lì,3,1,伶俐的俐,伶俐,/static/images/俐.png
翼,yì,3,1,机翼的翼,"机翼,羽翼",/static/images/翼.png
漾,yàng,3,1,漾开的漾,"漾开,漾漾,漾动",/static/images/漾.png
倦,juàn,3,1,疲倦的倦,"疲倦,疲倦的,疲倦感",/static/images/倦.png
闲,xián,3,1,闲适的闲,"闲适,闲暇,闲散",/static/images/闲.png
纤,xiān,3,1,纤维的纤,"纤维,纤维布,纤维板",/static/images/纤.png
痕,hén,3,1,痕迹的痕,"痕迹,疤痕,痕迹斑",/static/images/痕.png
蓬,péng,3,1,蓬松的蓬,"蓬松,蓬头,蓬发",/static/images/蓬.png
胀,zhàng,3,1,肚子胀的胀,"肚子胀,气胀,涨胀",/static/images/胀.png
翩,piān,3,1,翩然的翩,"翩翩,翩然,翩跹",/static/images/翩.png
蹈,dǎo,3,1,舞蹈的蹈,"舞蹈,蹈海,蹈矩",/static/images/蹈.png
录,lù,3,1,录音的录,"录音,录像,记录",/static/images/录.png
凡,fán,3,1,凡是的凡,"凡,凡是,平凡",/static/images/凡.png
距,jù,3,1,距离的距,"距离,远距,间距",/static/images/距.png
款,kuǎn,3,1,款式的款,"款式,款待,款待",/static/images/款.png
绸,chóu,3,1,绸缎的绸,"绸缎,丝绸,绸带",/static/images/绸.png
膜,mó,3,1,薄膜的膜,"薄膜,细胞膜,面膜",/static/images/膜.png
瞎,xiā,3,1,瞎子的瞎,"瞎子,瞎忙,瞎说",/static/images/瞎.png
益,yì,3,1,有益的益,"有益,得益,益处",/static/images/益.png
约,yuē,3,1,约会的约,"约会,约定,约数",/static/images/约.png
斑,bān,3,1,斑马的斑,"斑马,斑斓,斑驳",/static/images/斑.png
宋,sòng,3,1,宋国的宋,"宋国,宋朝,宋词",/static/images/宋.png
耕,gēng,3,1,耕种的耕,"耕种,耕地,耕作",/static/images/耕.png
释,shì,3,1,释放的释,"释放,解释,释放剂",/static/images/释.png
冀,jì,3,1,冀中的冀,"冀中,冀东,冀南",/static/images/冀.png
陶,táo,3,1,陶罐的陶,"陶罐,陶瓷,陶器",/static/images/陶.png
罐,guàn,3,1,罐头的罐,"罐头,瓦罐,罐装",/static/images/罐.png
骄,jiāo,3,1,骄傲的骄,"骄傲,骄阳,骄子",/static/images/骄.png
谦,qiān,3,1,谦虚的谦,"谦虚,谦让,谦逊",/static/images/谦.png
